Date,DayOfWeek,Area,Weather,Festival,AvgTraffic_Area,Traffic_Today,Event,Event_Impact(%),Extra_Time_Minutes
2025-07-15,Tuesday,Master Canteen,Foggy,None,101,100,Sports Event,11,8.8
2025-08-12,Tuesday,Jaydev Vihar,Foggy,None,76,81,None,0,0.0
2025-01-16,Thursday,Kalpana Square,Cloudy,None,65,63,None,0,0.0
2025-02-07,Friday,Rasulgarh,Humid,None,88,90,VIP Convoy,22,17.6
2025-04-18,Friday,Jaydev Vihar,Rainy,None,82,86,None,0,0.0
2025-04-03,Thursday,Rasulgarh,Rainy,None,87,91,None,0,0.0
2025-02-02,Sunday,Kalpana Square,Foggy,None,81,78,None,0,0.0
2025-02-07,Friday,Jaydev Vihar,Rainy,None,87,90,None,0,0.0
2025-08-05,Tuesday,Khandagiri,Rainy,Independence Day,95,95,None,0,0.0
2025-06-14,Saturday,Airport Road,Rainy,None,88,93,Sports Event,11,8.8
2025-08-08,Friday,Khandagiri,Cloudy,None,60,55,None,0,0.0
2025-07-27,Sunday,Master Canteen,Rainy,None,108,100,None,0,0.0
2025-03-26,Wednesday,Jaydev Vihar,Foggy,None,75,76,None,0,0.0
2025-01-21,Tuesday,Jaydev Vihar,Cloudy,None,85,81,Accident,25,20.0
2025-08-06,Wednesday,Khandagiri,Cloudy,None,73,74,Construction Work,5,4.0
2025-01-02,Thursday,Jaydev Vihar,Sunny,None,83,87,VIP Convoy,23,18.4
2025-04-06,Sunday,Master Canteen,Humid,None,91,88,None,0,0.0
2025-08-16,Saturday,Rasulgarh,Sunny,None,88,87,None,0,0.0
2025-02-17,Monday,Kalpana Square,Cloudy,None,65,65,None,0,0.0
2025-03-31,Monday,Kalpana Square,Sunny,None,65,62,None,0,0.0
2025-02-13,Thursday,Rasulgarh,Rainy,None,86,91,None,0,0.0
2025-01-26,Sunday,Jaydev Vihar,Rainy,None,100,100,Bad Roads,10,8.0
2025-05-25,Sunday,Jaydev Vihar,Rainy,None,110,100,Bad Roads,5,4.0
2025-04-19,Saturday,Jaydev Vihar,Cloudy,None,78,83,None,0,0.0
2025-03-20,Thursday,Airport Road,Sunny,None,68,68,Sports Event,14,11.2
2025-08-04,Monday,Rasulgarh,Cloudy,None,75,78,None,0,0.0
2025-04-11,Friday,Khandagiri,Sunny,None,60,59,None,0,0.0
2025-03-02,Sunday,Airport Road,Rainy,None,72,70,None,0,0.0
2025-07-21,Monday,Rasulgarh,Foggy,None,95,91,VIP Convoy,23,18.4
2025-03-22,Saturday,Khandagiri,Rainy,None,100,100,VIP Convoy,20,16.0
2025-04-06,Sunday,Khandagiri,Sunny,None,69,66,None,0,0.0
2025-05-03,Saturday,Rasulgarh,Rainy,None,106,100,Political Rally,14,11.2
2025-06-30,Monday,Jaydev Vihar,Rainy,None,101,100,Political Rally,17,13.6
2025-03-25,Tuesday,Master Canteen,Rainy,Holi,110,100,None,0,0.0
2025-07-22,Tuesday,Jaydev Vihar,Rainy,None,85,87,None,0,0.0
2025-06-30,Monday,Master Canteen,Rainy,None,107,100,Political Rally,20,16.0
2025-04-10,Thursday,Airport Road,Humid,None,50,49,None,0,0.0
2025-06-27,Friday,Khandagiri,Cloudy,None,60,65,None,0,0.0
2025-04-27,Sunday,Kalpana Square,Rainy,None,88,86,None,0,0.0
2025-02-13,Thursday,Kalpana Square,Sunny,None,65,60,None,0,0.0
2025-02-20,Thursday,Jaydev Vihar,Rainy,None,88,86,None,0,0.0
2025-01-28,Tuesday,Airport Road,Cloudy,None,50,49,None,0,0.0
2025-02-07,Friday,Master Canteen,Cloudy,None,80,83,None,0,0.0
2025-01-21,Tuesday,Khandagiri,Sunny,None,60,60,None,0,0.0
2025-01-23,Thursday,Kalpana Square,Humid,None,84,84,Construction Work,12,9.6
2025-08-25,Monday,Kalpana Square,Sunny,None,78,74,Accident,27,21.6
2025-02-22,Saturday,Airport Road,Sunny,None,63,61,None,0,0.0
2025-05-29,Thursday,Rasulgarh,Humid,None,75,74,None,0,0.0
2025-05-20,Tuesday,Jaydev Vihar,Humid,None,70,65,None,0,0.0
2025-04-29,Tuesday,Master Canteen,Humid,None,80,85,None,0,0.0
2025-06-09,Monday,Khandagiri,Cloudy,None,60,63,None,0,0.0
2025-06-07,Saturday,Kalpana Square,Cloudy,None,78,83,None,0,0.0
2025-07-11,Friday,Kalpana Square,Humid,None,65,61,None,0,0.0
2025-03-02,Sunday,Rasulgarh,Humid,None,89,91,None,0,0.0
2025-06-14,Saturday,Master Canteen,Rainy,None,117,100,Bad Roads,9,7.2
2025-05-04,Sunday,Airport Road,Rainy,None,80,81,None,0,0.0
2025-04-08,Tuesday,Kalpana Square,Foggy,None,91,95,Accident,21,16.8
2025-01-08,Wednesday,Khandagiri,Sunny,None,70,66,Accident,30,24.0
2025-02-23,Sunday,Airport Road,Sunny,None,75,76,Political Rally,14,11.2
2025-04-10,Thursday,Rasulgarh,Humid,None,88,90,VIP Convoy,21,16.8
2025-05-13,Tuesday,Jaydev Vihar,Foggy,None,79,80,None,0,0.0
2025-03-28,Friday,Jaydev Vihar,Humid,None,70,66,None,0,0.0
2025-01-03,Friday,Khandagiri,Humid,None,72,70,Sports Event,11,8.8
2025-04-25,Friday,Khandagiri,Rainy,None,72,77,None,0,0.0
2025-04-23,Wednesday,Jaydev Vihar,Rainy,None,101,96,Political Rally,20,16.0
2025-08-23,Saturday,Khandagiri,Foggy,None,76,77,None,0,0.0
2025-04-06,Sunday,Rasulgarh,Cloudy,None,86,89,None,0,0.0
2025-05-24,Saturday,Airport Road,Foggy,None,78,79,Political Rally,13,10.4
2025-02-17,Monday,Master Canteen,Foggy,None,87,85,None,0,0.0
2025-08-28,Thursday,Airport Road,Sunny,Independence Day,65,64,None,0,0.0
2025-05-11,Sunday,Airport Road,Foggy,None,63,61,None,0,0.0
2025-05-09,Friday,Kalpana Square,Sunny,None,80,82,Accident,22,17.6
2025-06-30,Monday,Kalpana Square,Sunny,None,65,63,None,0,0.0
2025-04-05,Saturday,Master Canteen,Rainy,None,117,100,Accident,28,22.4
2025-03-13,Thursday,Khandagiri,Humid,None,78,78,VIP Convoy,15,12.0
2025-06-20,Friday,Jaydev Vihar,Foggy,None,77,74,None,0,0.0
2025-08-05,Tuesday,Jaydev Vihar,Foggy,None,80,76,None,0,0.0
2025-02-21,Friday,Kalpana Square,Foggy,None,74,69,None,0,0.0
2025-06-10,Tuesday,Rasulgarh,Cloudy,None,75,78,None,0,0.0
2025-05-11,Sunday,Master Canteen,Cloudy,None,92,90,None,0,0.0
2025-06-30,Monday,Rasulgarh,Cloudy,None,75,75,None,0,0.0
2025-02-13,Thursday,Kalpana Square,Cloudy,None,65,61,None,0,0.0
2025-07-17,Thursday,Jaydev Vihar,Cloudy,None,70,75,None,0,0.0
2025-01-11,Saturday,Airport Road,Humid,None,82,87,Sports Event,11,8.8
2025-04-29,Tuesday,Master Canteen,Rainy,None,93,92,None,0,0.0
2025-01-25,Saturday,Airport Road,Cloudy,None,72,70,Accident,30,24.0
2025-01-22,Wednesday,Khandagiri,Humid,None,60,61,None,0,0.0
2025-02-12,Wednesday,Master Canteen,Rainy,None,98,100,None,0,0.0
2025-03-14,Friday,Master Canteen,Sunny,None,80,75,None,0,0.0
2025-08-09,Saturday,Airport Road,Sunny,Independence Day,81,80,None,0,0.0
2025-04-29,Tuesday,Kalpana Square,Humid,None,65,68,None,0,0.0
2025-01-11,Saturday,Kalpana Square,Foggy,None,80,85,None,0,0.0
2025-06-11,Wednesday,Airport Road,Sunny,None,60,61,Bad Roads,7,5.6
2025-03-10,Monday,Master Canteen,Foggy,None,99,96,VIP Convoy,15,12.0
2025-08-03,Sunday,Rasulgarh,Rainy,None,116,100,Political Rally,13,10.4
2025-05-18,Sunday,Airport Road,Cloudy,None,82,82,VIP Convoy,25,20.0
2025-04-06,Sunday,Jaydev Vihar,Cloudy,None,75,76,None,0,0.0
2025-07-12,Saturday,Khandagiri,Sunny,None,89,93,Bad Roads,9,7.2
2025-07-27,Sunday,Jaydev Vihar,Humid,None,103,100,Accident,29,23.2
2025-04-04,Friday,Kalpana Square,Foggy,None,88,90,Sports Event,12,9.6
2025-05-22,Thursday,Airport Road,Sunny,None,50,55,None,0,0.0
2025-04-15,Tuesday,Airport Road,Sunny,None,50,47,None,0,0.0
2025-04-15,Tuesday,Airport Road,Sunny,None,50,48,None,0,0.0
2025-07-14,Monday,Kalpana Square,Foggy,None,70,70,None,0,0.0
2025-04-29,Tuesday,Master Canteen,Humid,None,80,84,None,0,0.0
2025-08-17,Sunday,Rasulgarh,Sunny,None,81,79,None,0,0.0
2025-06-09,Monday,Master Canteen,Humid,None,80,79,None,0,0.0
2025-06-10,Tuesday,Master Canteen,Foggy,None,96,96,Political Rally,10,8.0
2025-07-10,Thursday,Jaydev Vihar,Sunny,None,70,75,None,0,0.0
2025-01-02,Thursday,Master Canteen,Humid,None,97,99,Accident,25,20.0
2025-07-12,Saturday,Airport Road,Foggy,Rath Yatra,105,100,Political Rally,13,10.4
2025-06-06,Friday,Kalpana Square,Sunny,None,65,60,None,0,0.0
2025-07-27,Sunday,Kalpana Square,Foggy,None,79,75,None,0,0.0
2025-06-21,Saturday,Master Canteen,Sunny,None,104,99,VIP Convoy,25,20.0
2025-06-13,Friday,Airport Road,Sunny,None,50,53,None,0,0.0
2025-01-18,Saturday,Rasulgarh,Rainy,None,110,100,Political Rally,11,8.8
2025-03-22,Saturday,Airport Road,Foggy,Holi,89,84,None,0,0.0
2025-08-17,Sunday,Rasulgarh,Cloudy,Independence Day,107,100,None,0,0.0
2025-09-05,Friday,Jaydev Vihar,Cloudy,None,70,65,None,0,0.0
2025-07-13,Sunday,Master Canteen,Cloudy,None,101,96,Sports Event,10,8.0
2025-08-26,Tuesday,Khandagiri,Rainy,None,74,76,None,0,0.0
2025-01-30,Thursday,Jaydev Vihar,Cloudy,None,84,79,Construction Work,7,5.6
2025-07-21,Monday,Master Canteen,Sunny,Rath Yatra,113,100,Sports Event,14,11.2
2025-04-02,Wednesday,Kalpana Square,Sunny,None,65,64,None,0,0.0
2025-03-12,Wednesday,Airport Road,Cloudy,Holi,89,94,Bad Roads,5,4.0
2025-02-23,Sunday,Kalpana Square,Humid,None,96,99,Bad Roads,10,8.0
2025-06-23,Monday,Jaydev Vihar,Foggy,None,80,82,None,0,0.0
2025-02-15,Saturday,Rasulgarh,Foggy,None,93,94,None,0,0.0
2025-02-11,Tuesday,Kalpana Square,Humid,None,65,60,None,0,0.0
2025-05-08,Thursday,Rasulgarh,Foggy,None,80,83,None,0,0.0
2025-03-17,Monday,Rasulgarh,Humid,None,75,77,None,0,0.0
2025-05-14,Wednesday,Airport Road,Sunny,None,50,54,None,0,0.0
2025-02-15,Saturday,Khandagiri,Sunny,None,71,68,None,0,0.0
2025-06-08,Sunday,Master Canteen,Cloudy,None,110,100,VIP Convoy,16,12.8
2025-07-21,Monday,Jaydev Vihar,Cloudy,Rath Yatra,85,82,None,0,0.0
2025-01-14,Tuesday,Airport Road,Rainy,None,68,65,None,0,0.0
2025-09-03,Wednesday,Jaydev Vihar,Cloudy,None,70,73,None,0,0.0
2025-07-11,Friday,Airport Road,Foggy,None,60,59,None,0,0.0
2025-06-08,Sunday,Master Canteen,Sunny,None,103,100,Sports Event,8,6.4
2025-03-19,Wednesday,Rasulgarh,Sunny,None,91,96,Accident,24,19.2
2025-03-11,Tuesday,Jaydev Vihar,Foggy,None,79,78,None,0,0.0
2025-08-16,Saturday,Kalpana Square,Sunny,Independence Day,100,99,None,0,0.0
2025-08-17,Sunday,Khandagiri,Sunny,None,66,69,None,0,0.0
2025-04-03,Thursday,Jaydev Vihar,Foggy,None,76,80,None,0,0.0
2025-08-12,Tuesday,Master Canteen,Foggy,None,87,84,None,0,0.0
2025-05-29,Thursday,Jaydev Vihar,Rainy,None,107,100,Accident,24,19.2
2025-07-05,Saturday,Airport Road,Cloudy,Rath Yatra,97,93,Accident,29,23.2
2025-06-17,Tuesday,Jaydev Vihar,Rainy,None,90,92,None,0,0.0
2025-07-31,Thursday,Kalpana Square,Sunny,None,65,64,None,0,0.0
2025-04-01,Tuesday,Kalpana Square,Sunny,None,75,73,Bad Roads,6,4.8
2025-02-13,Thursday,Airport Road,Cloudy,None,50,53,None,0,0.0
2025-05-09,Friday,Kalpana Square,Cloudy,None,65,67,None,0,0.0
2025-07-23,Wednesday,Jaydev Vihar,Foggy,None,96,96,Construction Work,6,4.8
2025-03-01,Saturday,Khandagiri,Rainy,None,95,99,VIP Convoy,17,13.6
2025-05-13,Tuesday,Kalpana Square,Rainy,None,87,86,Political Rally,13,10.4
2025-03-16,Sunday,Airport Road,Sunny,None,63,61,None,0,0.0
2025-01-03,Friday,Jaydev Vihar,Cloudy,None,70,66,None,0,0.0
2025-05-18,Sunday,Rasulgarh,Sunny,None,82,77,None,0,0.0
2025-01-11,Saturday,Jaydev Vihar,Humid,None,89,85,Construction Work,5,4.0
2025-04-22,Tuesday,Kalpana Square,Rainy,None,86,83,Accident,21,16.8
2025-07-22,Tuesday,Master Canteen,Cloudy,None,80,85,None,0,0.0
2025-03-29,Saturday,Jaydev Vihar,Cloudy,None,77,78,None,0,0.0
2025-07-14,Monday,Jaydev Vihar,Foggy,None,79,83,None,0,0.0
2025-05-10,Saturday,Kalpana Square,Rainy,None,96,98,None,0,0.0
2025-08-26,Tuesday,Master Canteen,Foggy,None,107,100,Political Rally,19,15.2
2025-01-13,Monday,Airport Road,Rainy,None,78,77,Accident,21,16.8
2025-07-20,Sunday,Master Canteen,Rainy,None,108,100,None,0,0.0
2025-04-26,Saturday,Rasulgarh,Rainy,None,101,100,None,0,0.0
2025-03-08,Saturday,Jaydev Vihar,Foggy,Holi,109,100,None,0,0.0
2025-02-10,Monday,Master Canteen,Cloudy,None,97,100,Accident,28,22.4
2025-08-05,Tuesday,Airport Road,Rainy,Independence Day,111,100,Bad Roads,6,4.8
2025-07-01,Tuesday,Jaydev Vihar,Foggy,None,79,84,None,0,0.0
2025-07-16,Wednesday,Master Canteen,Rainy,None,115,100,Bad Roads,7,5.6
2025-01-20,Monday,Kalpana Square,Sunny,None,85,90,Accident,29,23.2
2025-03-05,Wednesday,Airport Road,Foggy,None,60,60,None,0,0.0
2025-06-22,Sunday,Rasulgarh,Rainy,None,101,100,None,0,0.0
2025-03-23,Sunday,Jaydev Vihar,Sunny,None,95,99,Construction Work,9,7.2
2025-08-28,Thursday,Kalpana Square,Sunny,None,65,62,None,0,0.0
2025-01-10,Friday,Jaydev Vihar,Sunny,None,70,74,None,0,0.0
2025-05-23,Friday,Rasulgarh,Cloudy,None,75,73,None,0,0.0
2025-03-01,Saturday,Master Canteen,Rainy,None,105,100,None,0,0.0
2025-07-14,Monday,Khandagiri,Cloudy,None,60,55,None,0,0.0
2025-03-15,Saturday,Rasulgarh,Foggy,None,86,84,None,0,0.0
2025-08-24,Sunday,Rasulgarh,Cloudy,None,80,78,None,0,0.0
2025-08-21,Thursday,Rasulgarh,Humid,None,75,71,None,0,0.0
2025-04-27,Sunday,Master Canteen,Foggy,None,95,96,None,0,0.0
2025-04-15,Tuesday,Rasulgarh,Humid,None,75,78,None,0,0.0
2025-06-25,Wednesday,Kalpana Square,Cloudy,None,65,62,None,0,0.0
2025-07-20,Sunday,Kalpana Square,Humid,Rath Yatra,101,99,None,0,0.0
2025-08-20,Wednesday,Airport Road,Rainy,None,68,68,None,0,0.0
2025-06-03,Tuesday,Jaydev Vihar,Humid,None,70,73,None,0,0.0
2025-06-30,Monday,Airport Road,Sunny,None,50,54,None,0,0.0
2025-08-17,Sunday,Jaydev Vihar,Humid,None,79,76,None,0,0.0
2025-07-05,Saturday,Master Canteen,Rainy,None,111,100,None,0,0.0
2025-07-13,Sunday,Khandagiri,Rainy,Rath Yatra,107,100,None,0,0.0
2025-08-01,Friday,Jaydev Vihar,Foggy,None,76,79,None,0,0.0
2025-09-05,Friday,Master Canteen,Humid,None,80,77,None,0,0.0
2025-04-17,Thursday,Master Canteen,Sunny,None,99,100,Accident,30,24.0
2025-06-24,Tuesday,Khandagiri,Rainy,None,77,77,None,0,0.0
2025-03-06,Thursday,Khandagiri,Humid,None,60,58,None,0,0.0
2025-07-24,Thursday,Rasulgarh,Humid,None,75,73,None,0,0.0
2025-05-27,Tuesday,Kalpana Square,Rainy,None,79,74,None,0,0.0
2025-01-27,Monday,Airport Road,Humid,None,50,55,None,0,0.0
2025-03-06,Thursday,Khandagiri,Cloudy,Holi,99,98,Sports Event,8,6.4
2025-07-14,Monday,Rasulgarh,Sunny,None,91,92,Construction Work,6,4.8
2025-04-11,Friday,Jaydev Vihar,Rainy,None,85,80,None,0,0.0
2025-02-26,Wednesday,Airport Road,Cloudy,None,62,57,VIP Convoy,15,12.0
2025-05-12,Monday,Master Canteen,Humid,None,80,82,None,0,0.0
2025-07-23,Wednesday,Khandagiri,Cloudy,None,60,57,None,0,0.0
2025-07-07,Monday,Kalpana Square,Foggy,None,86,89,Sports Event,10,8.0
2025-03-17,Monday,Airport Road,Humid,None,67,67,Political Rally,10,8.0
2025-02-07,Friday,Master Canteen,Rainy,None,100,97,None,0,0.0
2025-01-29,Wednesday,Kalpana Square,Humid,None,65,64,None,0,0.0
2025-04-22,Tuesday,Master Canteen,Foggy,None,85,82,None,0,0.0
2025-03-22,Saturday,Airport Road,Humid,None,63,61,None,0,0.0
2025-08-01,Friday,Khandagiri,Cloudy,None,60,59,None,0,0.0
2025-08-30,Saturday,Kalpana Square,Foggy,None,94,92,Construction Work,7,5.6
2025-02-23,Sunday,Khandagiri,Cloudy,None,69,65,None,0,0.0
2025-07-06,Sunday,Airport Road,Foggy,None,65,63,None,0,0.0
2025-04-07,Monday,Kalpana Square,Foggy,None,74,76,None,0,0.0
2025-03-18,Tuesday,Kalpana Square,Rainy,Holi,113,100,VIP Convoy,16,12.8
2025-06-06,Friday,Kalpana Square,Cloudy,None,75,77,Accident,24,19.2
2025-07-27,Sunday,Khandagiri,Sunny,Rath Yatra,103,100,Sports Event,10,8.0
2025-07-12,Saturday,Master Canteen,Rainy,Rath Yatra,132,100,Political Rally,20,16.0
2025-03-26,Wednesday,Rasulgarh,Cloudy,None,75,76,None,0,0.0
2025-03-22,Saturday,Kalpana Square,Foggy,None,84,80,None,0,0.0
2025-01-24,Friday,Rasulgarh,Humid,None,75,80,None,0,0.0
2025-03-29,Saturday,Kalpana Square,Sunny,None,76,71,None,0,0.0
2025-06-22,Sunday,Kalpana Square,Rainy,None,88,85,None,0,0.0
2025-06-29,Sunday,Jaydev Vihar,Rainy,None,90,89,None,0,0.0
2025-04-17,Thursday,Jaydev Vihar,Sunny,None,70,73,None,0,0.0
2025-08-26,Tuesday,Khandagiri,Rainy,None,78,80,None,0,0.0
2025-07-11,Friday,Jaydev Vihar,Foggy,Rath Yatra,100,100,None,0,0.0
2025-07-02,Wednesday,Jaydev Vihar,Sunny,None,83,81,Sports Event,15,12.0
2025-02-14,Friday,Jaydev Vihar,Foggy,None,79,82,None,0,0.0
2025-01-27,Monday,Khandagiri,Cloudy,None,76,78,Accident,22,17.6
2025-03-24,Monday,Airport Road,Foggy,None,73,68,Political Rally,16,12.8
2025-05-24,Saturday,Jaydev Vihar,Foggy,None,98,95,VIP Convoy,22,17.6
2025-07-16,Wednesday,Khandagiri,Humid,Rath Yatra,75,73,None,0,0.0
2025-03-12,Wednesday,Airport Road,Humid,None,65,63,VIP Convoy,20,16.0
2025-01-07,Tuesday,Jaydev Vihar,Foggy,None,78,80,None,0,0.0
2025-04-19,Saturday,Jaydev Vihar,Foggy,None,106,100,Sports Event,10,8.0
2025-07-25,Friday,Airport Road,Foggy,None,77,82,Sports Event,8,6.4
2025-08-16,Saturday,Airport Road,Cloudy,None,57,61,None,0,0.0
2025-08-02,Saturday,Airport Road,Foggy,None,69,66,None,0,0.0
2025-08-30,Saturday,Khandagiri,Cloudy,None,66,65,None,0,0.0
2025-01-20,Monday,Master Canteen,Foggy,None,105,100,Bad Roads,9,7.2
2025-05-25,Sunday,Airport Road,Foggy,None,67,66,None,0,0.0
2025-02-05,Wednesday,Jaydev Vihar,Foggy,None,78,79,None,0,0.0
2025-01-22,Wednesday,Khandagiri,Sunny,None,60,62,None,0,0.0
2025-02-22,Saturday,Khandagiri,Foggy,None,73,76,None,0,0.0
2025-03-09,Sunday,Khandagiri,Humid,None,73,69,None,0,0.0
2025-03-20,Thursday,Jaydev Vihar,Humid,None,70,74,None,0,0.0
2025-05-27,Tuesday,Jaydev Vihar,Sunny,None,70,65,None,0,0.0
2025-08-01,Friday,Master Canteen,Cloudy,None,80,78,None,0,0.0
2025-08-01,Friday,Kalpana Square,Foggy,None,74,73,None,0,0.0
2025-01-04,Saturday,Jaydev Vihar,Rainy,None,90,93,None,0,0.0
2025-08-28,Thursday,Khandagiri,Sunny,None,76,72,Accident,26,20.8
2025-03-20,Thursday,Jaydev Vihar,Rainy,None,87,90,None,0,0.0
2025-02-11,Tuesday,Master Canteen,Foggy,None,88,87,None,0,0.0
2025-04-28,Monday,Airport Road,Humid,None,50,47,None,0,0.0
2025-04-17,Thursday,Kalpana Square,Sunny,None,65,67,None,0,0.0
2025-01-21,Tuesday,Jaydev Vihar,Cloudy,None,85,83,Bad Roads,7,5.6
2025-05-14,Wednesday,Kalpana Square,Foggy,None,72,73,None,0,0.0
2025-06-29,Sunday,Jaydev Vihar,Foggy,None,97,92,Sports Event,10,8.0
2025-05-31,Saturday,Rasulgarh,Foggy,None,102,100,VIP Convoy,18,14.4
2025-04-06,Sunday,Airport Road,Rainy,None,78,77,None,0,0.0
2025-06-28,Saturday,Rasulgarh,Rainy,None,114,100,Sports Event,10,8.0
2025-04-30,Wednesday,Rasulgarh,Rainy,None,107,100,Construction Work,7,5.6
2025-07-29,Tuesday,Jaydev Vihar,Cloudy,None,70,69,None,0,0.0
2025-07-23,Wednesday,Master Canteen,Humid,None,80,77,None,0,0.0
2025-05-03,Saturday,Jaydev Vihar,Cloudy,None,84,86,None,0,0.0
2025-09-04,Thursday,Khandagiri,Cloudy,None,60,64,None,0,0.0
2025-02-11,Tuesday,Rasulgarh,Cloudy,None,75,75,None,0,0.0
2025-04-29,Tuesday,Jaydev Vihar,Foggy,None,78,80,None,0,0.0
2025-06-21,Saturday,Jaydev Vihar,Foggy,None,99,100,Accident,23,18.4
2025-03-26,Wednesday,Rasulgarh,Cloudy,Holi,91,91,None,0,0.0
2025-02-06,Thursday,Khandagiri,Rainy,None,78,75,None,0,0.0
2025-06-09,Monday,Rasulgarh,Foggy,None,82,84,None,0,0.0
2025-09-03,Wednesday,Kalpana Square,Humid,None,84,79,Political Rally,15,12.0
2025-07-13,Sunday,Rasulgarh,Sunny,None,94,97,Political Rally,15,12.0
2025-01-14,Tuesday,Rasulgarh,Foggy,None,101,100,Accident,24,19.2
2025-05-10,Saturday,Master Canteen,Foggy,None,121,100,Accident,22,17.6
2025-02-20,Thursday,Khandagiri,Foggy,None,84,84,VIP Convoy,22,17.6
2025-01-04,Saturday,Jaydev Vihar,Cloudy,None,85,86,None,0,0.0
2025-04-30,Wednesday,Airport Road,Humid,None,50,50,None,0,0.0
2025-06-13,Friday,Kalpana Square,Cloudy,None,65,64,None,0,0.0
2025-05-14,Wednesday,Airport Road,Cloudy,None,50,54,None,0,0.0
2025-06-04,Wednesday,Khandagiri,Rainy,None,76,77,None,0,0.0
2025-06-24,Tuesday,Jaydev Vihar,Sunny,None,70,70,None,0,0.0
2025-03-10,Monday,Jaydev Vihar,Foggy,None,90,86,Construction Work,10,8.0
2025-06-01,Sunday,Khandagiri,Rainy,None,84,87,None,0,0.0
2025-01-05,Sunday,Rasulgarh,Cloudy,None,84,80,None,0,0.0
2025-02-26,Wednesday,Jaydev Vihar,Humid,None,70,65,None,0,0.0
2025-01-15,Wednesday,Khandagiri,Cloudy,None,70,73,Construction Work,10,8.0
2025-07-27,Sunday,Master Canteen,Sunny,Rath Yatra,127,100,Political Rally,15,12.0
2025-01-12,Sunday,Rasulgarh,Cloudy,None,101,100,Accident,27,21.6
2025-02-26,Wednesday,Master Canteen,Cloudy,None,80,81,None,0,0.0
2025-05-27,Tuesday,Master Canteen,Foggy,None,85,85,None,0,0.0
2025-01-23,Thursday,Airport Road,Humid,None,64,69,Accident,28,22.4
2025-07-26,Saturday,Master Canteen,Humid,None,85,85,None,0,0.0
2025-07-27,Sunday,Rasulgarh,Cloudy,None,82,80,None,0,0.0
2025-08-13,Wednesday,Airport Road,Cloudy,None,50,55,None,0,0.0
2025-03-03,Monday,Airport Road,Sunny,Holi,67,63,None,0,0.0
2025-03-17,Monday,Master Canteen,Humid,Holi,95,99,None,0,0.0
2025-05-23,Friday,Master Canteen,Cloudy,None,90,93,Bad Roads,5,4.0
2025-06-10,Tuesday,Khandagiri,Rainy,None,72,69,None,0,0.0
2025-06-21,Saturday,Rasulgarh,Rainy,None,100,97,None,0,0.0
2025-05-17,Saturday,Master Canteen,Humid,None,87,84,None,0,0.0
2025-04-17,Thursday,Jaydev Vihar,Rainy,None,96,97,Bad Roads,10,8.0
2025-08-12,Tuesday,Master Canteen,Sunny,None,80,85,None,0,0.0
2025-03-15,Saturday,Airport Road,Sunny,None,59,54,None,0,0.0
2025-04-30,Wednesday,Airport Road,Cloudy,None,63,65,Accident,26,20.8
2025-08-09,Saturday,Airport Road,Rainy,None,93,97,Construction Work,12,9.6
2025-01-27,Monday,Master Canteen,Cloudy,None,80,77,None,0,0.0
2025-04-27,Sunday,Khandagiri,Cloudy,None,86,83,Accident,24,19.2
2025-03-28,Friday,Khandagiri,Foggy,None,67,72,None,0,0.0
2025-01-07,Tuesday,Khandagiri,Sunny,None,60,65,None,0,0.0
2025-05-26,Monday,Kalpana Square,Rainy,None,79,74,None,0,0.0
2025-08-24,Sunday,Jaydev Vihar,Sunny,None,76,78,None,0,0.0
2025-07-29,Tuesday,Airport Road,Cloudy,Rath Yatra,66,61,None,0,0.0
2025-05-22,Thursday,Master Canteen,Cloudy,None,100,100,Political Rally,11,8.8
2025-05-23,Friday,Master Canteen,Sunny,None,90,89,Construction Work,5,4.0
2025-04-28,Monday,Jaydev Vihar,Rainy,None,97,93,Sports Event,15,12.0
2025-01-13,Monday,Airport Road,Foggy,None,69,70,Accident,23,18.4
2025-01-29,Wednesday,Jaydev Vihar,Rainy,None,104,100,Bad Roads,8,6.4
2025-04-07,Monday,Rasulgarh,Sunny,None,75,77,None,0,0.0
2025-08-29,Friday,Airport Road,Sunny,Independence Day,69,67,None,0,0.0
2025-02-11,Tuesday,Kalpana Square,Humid,None,81,86,Accident,21,16.8
2025-03-02,Sunday,Master Canteen,Humid,None,91,90,None,0,0.0
2025-04-03,Thursday,Jaydev Vihar,Foggy,None,91,87,Construction Work,8,6.4
2025-01-16,Thursday,Khandagiri,Cloudy,None,60,63,None,0,0.0
2025-07-09,Wednesday,Kalpana Square,Cloudy,None,77,79,Sports Event,12,9.6
2025-08-11,Monday,Kalpana Square,Foggy,None,85,90,Political Rally,12,9.6
2025-06-04,Wednesday,Kalpana Square,Rainy,None,94,92,Accident,23,18.4
2025-03-22,Saturday,Rasulgarh,Rainy,None,112,100,Sports Event,13,10.4
2025-07-17,Thursday,Master Canteen,Humid,None,80,85,None,0,0.0
2025-03-22,Saturday,Airport Road,Humid,Holi,98,100,Political Rally,11,8.8
2025-01-11,Saturday,Rasulgarh,Sunny,None,81,82,None,0,0.0
2025-04-18,Friday,Master Canteen,Humid,None,80,81,None,0,0.0
2025-04-05,Saturday,Khandagiri,Humid,None,69,69,None,0,0.0
2025-04-29,Tuesday,Khandagiri,Sunny,None,77,76,Political Rally,17,13.6
2025-08-24,Sunday,Rasulgarh,Sunny,Independence Day,102,100,None,0,0.0
